#./overdamped_3d --dev=1 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=65536 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=a:-1:3:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.666666666667 --comp=0 --mean=20.0 --second=3.14 --skew=0.99 --distribution=s>> remake_rys1_s_3.14_a:-1:3:300:1_20.0_0.99_30.0.dat
#a <<v>> qnu(q) mu_q Dx Gx EBx
2.670945e+01 2.035504e+01 1.001835e+00 6.884081e+05 4.905537e+01 -3.908306e-02 1.213551e-04
2.754218e+01 2.036132e+01 1.007158e+00 6.943551e+05 5.484097e+01 -4.589349e-02 1.451969e-04
2.840087e+01 2.036410e+01 1.009454e+00 6.941160e+05 6.698258e+01 -4.437649e-02 1.490116e-04
2.928633e+01 2.036687e+01 1.004752e+00 6.989771e+05 7.130141e+01 -4.011035e-02 1.507998e-04
3.019939e+01 2.037012e+01 1.005847e+00 7.017678e+05 6.633069e+01 -4.618925e-02 1.313686e-04
3.114093e+01 2.037138e+01 1.004130e+00 7.065576e+05 6.624920e+01 -2.934480e-02 1.500845e-04
3.211182e+01 2.037365e+01 1.007970e+00 7.041722e+05 3.935838e+01 -2.972370e-02 1.378059e-04
3.311298e+01 2.037412e+01 1.004451e+00 7.020846e+05 6.250078e+01 -3.809619e-02 1.442432e-04
3.414534e+01 2.037482e+01 1.000188e+00 7.042829e+05 5.761154e+01 -2.231437e-02 1.471043e-04
3.520990e+01 2.037420e+01 1.008559e+00 7.105838e+05 5.101107e+01 -3.292871e-02 1.618862e-04
3.630765e+01 2.037372e+01 1.000407e+00 7.086274e+05 5.769303e+01 -3.055251e-02 1.453161e-04
3.743962e+01 2.037249e+01 9.988193e-01 7.067178e+05 6.836787e+01 -8.836389e-03 1.499653e-04
3.860689e+01 2.037048e+01 1.002868e+00 7.064748e+05 5.215189e+01 -2.090997e-02 1.498461e-04
3.981054e+01 2.036751e+01 9.965000e-01 7.067793e+05 4.840347e+01 -1.819879e-02 1.574755e-04
4.105173e+01 2.036484e+01 1.010570e+00 7.178682e+05 5.858939e+01 -2.178842e-02 1.512766e-04
4.233161e+01 2.036144e+01 1.002441e+00 7.064240e+05 5.044065e+01 -3.456926e-02 1.591444e-04
4.365139e+01 2.035611e+01 1.006948e+00 7.133924e+05 7.203480e+01 -1.128107e-02 1.540184e-04
4.501232e+01 2.035114e+01 1.008902e+00 7.153642e+05 6.584176e+01 -2.003765e-02 1.627207e-04
4.641568e+01 2.034440e+01 1.000885e+00 7.099244e+05 5.044065e+01 -1.136690e-02 1.561642e-04
4.786279e+01 2.033833e+01 9.969477e-01 7.079950e+05 8.140584e+01 -1.788557e-03 1.325607e-04
4.935502e+01 2.033203e+01 1.001953e+00 7.167283e+05 5.647072e+01 -1.816428e-02 1.442432e-04
5.089378e+01 2.032473e+01 1.007492e+00 7.223244e+05 5.207040e+01 -5.620122e-03 1.604557e-04
5.248050e+01 2.031573e+01 1.010108e+00 7.253222e+05 5.948575e+01 -8.771122e-03 1.491308e-04
5.411670e+01 2.030622e+01 1.002290e+00 7.191069e+05 7.073100e+01 -1.331812e-02 1.581907e-04
5.580391e+01 2.029552e+01 1.010185e+00 7.233202e+05 6.999761e+01 -6.090224e-03 1.584291e-04
5.754372e+01 2.028592e+01 1.008725e+00 7.268929e+05 5.109256e+01 -1.206827e-02 1.560450e-04
5.933778e+01 2.027564e+01 1.016413e+00 7.323402e+05 3.919540e+01 -1.348668e-02 1.697540e-04
6.118777e+01 2.026416e+01 1.006452e+00 7.280905e+05 6.135996e+01 -1.623905e-02 1.586676e-04
6.309543e+01 2.025312e+01 1.007778e+00 7.255334e+05 6.103401e+01 -1.222754e-02 1.590252e-04
6.506258e+01 2.024221e+01 1.016612e+00 7.323011e+05 5.312974e+01 -2.752721e-03 1.586676e-04
6.709105e+01 2.022943e+01 1.006573e+00 7.320879e+05 4.335126e+01 -1.182586e-02 1.418591e-04
6.918276e+01 2.021715e+01 1.008966e+00 7.286884e+05 6.804192e+01 1.019084e-02 1.622438e-04
7.133969e+01 2.020461e+01 1.017071e+00 7.400608e+05 4.172151e+01 -2.711713e-03 1.455545e-04
7.356387e+01 2.019094e+01 1.009881e+00 7.421708e+05 4.424762e+01 -1.039249e-02 1.554489e-04
7.585738e+01 2.017798e+01 1.009830e+00 7.378164e+05 4.587737e+01 -8.575976e-03 1.657009e-04
7.822240e+01 2.016289e+01 1.008875e+00 7.340693e+05 6.942720e+01 -1.565373e-02 1.590252e-04
8.066116e+01 2.014932e+01 1.019418e+00 7.452451e+05 6.893828e+01 -1.282090e-02 1.665354e-04
